🕘️更新时间,#genre#
CCTV-5+,https://iptv.catvod.com/catvod?id=CCTV5%2B&line=2
CCTV-5+,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV-5+,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV-5+,http://60.10.139.113:8801/hls/15/index.m3u8
CCTV-5+,http://116.128.243.121:9905/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://58.56.162.102:4466/newlive/live/hls/6/live.m3u8
CCTV-5+,http://183.129.255.66:8480/hls/6/index.m3u8
CCTV-5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV-5+,http://fuxin.yunjifei.top:999/tsfile/live/0016_1.m3u8?key=txiptv
CCTV-5+,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV-6,https://iptv.catvod.com/catvod?id=CCTV6&line=2
CCTV-6,https://iptv.catvod.com/catvod?id=CCTV6&line=5
CCTV-6,https://iptv.catvod.com/catvod?id=CCTV6&line=3
CCTV-6,https://iptv.catvod.com/catvod?id=CCTV6&line=4
CCTV-6,http://198.204.228.26/live/cctv6hd.m3u8
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6&line=11
CCTV-6,http://198.204.240.250:82/live/cctv6.m3u8
CCTV-6,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv6hd
CCTV-6,https://live.264788.xyz/channel/cctv6?streamid=c604d1dc88387983185d3a508d55f87f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-6,http://173.208.212.130:8181/720p/cctv6.m3u8
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7&line=3
CCTV-7,https://iptv.catvod.com/catvod?id=CCTV7&line=2
CCTV-7,https://iptv.catvod.com/catvod?id=CCTV-7%E9%AB%98%E6%B8%85&line=1
CCTV-7,http://107.150.60.122/live/cctv7hd.m3u8
CCTV-7,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv7hd
CCTV-7,http://198.204.228.26/live/cctv7hd.m3u8
CCTV-7,http://192.151.150.154/live/cctv7hd.m3u8
CCTV-7,http://69.30.245.50/live/cctv7.m3u8
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=2816a855aa82363e0025b440f8f75c14&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=0153a69238ce5820014fb09aec713799&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-8,https://iptv.catvod.com/catvod?id=CCTV8&line=15
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=12
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=7
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=4
CCTV-8,https://iptv.catvod.com/catvod?id=CCTV8&line=12
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=5
CCTV-8,https://iptv.catvod.com/catvod?id=CCTV8&line=17
CCTV-8,https://iptv.catvod.com/catvod?id=CCTV8&line=10
CCTV-8,https://iptv.catvod.com/catvod?id=CCTV8&line=16
CCTV-8,https://iptv.catvod.com/catvod?id=CCTV8&line=8
CCTV-9,https://iptv.catvod.com/catvod?id=CCTV9&line=6
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9&line=4
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9&line=3
CCTV-9,https://iptv.catvod.com/catvod?id=CCTV9&line=5
CCTV-9,https://iptv.catvod.com/catvod?id=CCTV9&line=7
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9&line=5
CCTV-9,https://iptv.catvod.com/catvod?id=CCTV9&line=8
CCTV-9,http://107.150.60.122/live/cctv9hd.m3u8
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=556ccb45c4511efcbc1ed351b4b5651a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-9,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-10,https://iptv.catvod.com/catvod?id=CCTV10&line=8
CCTV-10,https://iptv.catvod.com/catvod?id=CCTV10&line=11
CCTV-10,https://iptv.catvod.com/catvod?id=CCTV10&line=7
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=3
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=10
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=7
CCTV-10,https://iptv.catvod.com/catvod?id=CCTV10&line=6
CCTV-10,https://iptv.catvod.com/catvod?id=CCTV10&line=9
CCTV-10,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=2
CCTV-11,https://iptv.catvod.com/catvod?id=CCTV11&line=7
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV11&line=7
CCTV-11,https://iptv.catvod.com/catvod?id=CCTV11&line=5
CCTV-11,https://iptv.catvod.com/catvod?id=CCTV11&line=6
CCTV-11,https://iptv.catvod.com/catvod?id=CCTV11&line=4
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV11&line=6
CCTV-11,https://iptv.catvod.com/catvod?id=CCTV11&line=3
CCTV-11,http://198.204.228.26/live/cctv11hd.m3u8
CCTV-11,http://207.56.13.146:81/cdnlive/cctv11.m3u8
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV11&line=5
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12&line=6
CCTV-12,https://iptv.catvod.com/catvod?id=CCTV12&line=4
CCTV-12,https://iptv.catvod.com/catvod?id=CCTV12&line=5
CCTV-12,https://iptv.catvod.com/catvod?id=CCTV12&line=8
CCTV-12,https://iptv.catvod.com/catvod?id=CCTV12&line=7
CCTV-12,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-12,https://iptv.catvod.com/catvod?id=CCTV12&line=6
CCTV-12,http://198.204.228.26/live/cctv12hd.m3u8
CCTV-12,https://live.264788.xyz/channel/cctv12?streamid=1ac62f22b4b7bbd88bf306dbabfc0cab&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12&line=8
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=ca0ccc1cc485217f8cd8388441629dc6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=12
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=15
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=ceb09a1a782b93dd7f13c95e7bc5d37b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=8
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=7
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=4
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=3
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=6
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=9
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=dea6e23e9d7b5317f3605c247aaba891&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=d97345047af477cfec39d9d99a9e62f8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=2
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=4
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=9
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=5
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=6
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=8
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=7
CCTV-14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=487b3ba4a02ac11c8df5b62e9d5e3deb&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=bf37f0c53142ac899540c9325d6ed531&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=b4f89c876ad7c8ac4af8056de8e12c84&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=2271e48a39448bdf5ec06125102e8ad0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=57de0bed5d834945e7cc8c1b36fc7cc1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=6cb793152bc3feaeb0d36b1f78734e29&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-15,http://107.150.60.122/live/cctv15hd.m3u8
CCTV-15,http://207.56.13.146:81/cdnlive/cctv15.m3u8
CCTV-15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV-16,https://live.264788.xyz/channel/cctv16?streamid=d1ef1cb15a9781aecd1fa91d03ab41ac&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-16,https://live.264788.xyz/channel/cctv16?streamid=cc85018b83212f71155d47ecd19d745e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV16&line=4
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV16
CCTV-16,http://198.204.228.26/live/cctv16hd.m3u8
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV16&line=1
CCTV-16,https://iptv.catvod.com/catvod?id=CCTV16&line=1
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV16&line=2
CCTV-16,https://iptv.catvod.com/catvod?id=CCTV16&line=2
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV16&line=3
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=faa6e8dcf39e314823d4ca46e5f4a6c8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=cf99265df4dc15e2663266667c46ddf7&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-17,https://iptv.catvod.com/live.php?id=CCTV17&line=6
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=4
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=6
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=3
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=5
CCTV-17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CETV-1,http://198.204.228.26/live/cetv1hd.m3u8
CETV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd
CETV-1,https://iptv.catvod.com/catvod?id=CETV1&line=2
CETV-1,https://migu.188766.xyz/?migutoken=c42ff5ad98e4640ab2b583364e7691ff&id=CETV1&type=yy
CETV-1,https://migu.188766.xyz/?migutoken=36ef7f6bca62cec9abdcde133fce0012&id=CETV1&type=yy
CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/1.m3u8
CETV-1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226673/1.m3u8
CETV-1,https://migu.188766.xyz/?migutoken=a55dadc35d37e3e168faf8268cc6fa97&id=CETV1&type=yy
CETV-1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227190/index.m3u8
CETV-2,https://iptv.catvod.com/catvod?id=CETV2&line=2
CETV-2,https://migu.188766.xyz/?migutoken=6058bd772ca8776edf91498cd18ff202&id=CETV2&type=yy
CETV-2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV-2,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/index.m3u8
CETV-2,https://migu.188766.xyz/?migutoken=abfa7e64d410c9bf2260fd7955bd4245&id=CETV2&type=yy
CETV-2,https://migu.188766.xyz/?migutoken=c17d71b1e4b4e11660c7f76c8d5b916e&id=CETV2&type=yy
CETV-2,https://migu.188766.xyz/?migutoken=79ca25a809cf7adecebab11d9427adbf&id=CETV2&type=yy
CETV-3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8
CETV-3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND
CETV-3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV-3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227352/index.m3u8
CETV-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
CETV-3,http://iptv.666230.xyz/iptv/jsyd.php/G_CETV-3
CETV-4,https://iptv.catvod.com/catvod?id=CETV4&line=2
CETV-4,https://migu.188766.xyz/?migutoken=37d2643839c6dab69155c1b2d8194f3c&id=CETV4&type=yy
CETV-4,https://migu.188766.xyz/?migutoken=8d4526a960b7bdd7a85faa29d1cc9e03&id=CETV4&type=yy
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV-4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAw_OvjRgJVjtlaOa0dcgzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CETV-4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CETV-4,https://migu.188766.xyz/?migutoken=d5d19d868e1df41e984866fc7ca15071&id=CETV4&type=yy
CETV-4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227331/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV-4,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8

📡卫视频道,#genre#
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=cb79f80b1c81ba01a6cc0f96cb127c4a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=2650b27e8aa5dd88d003b77f0e759abc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=517b09b16a431a5fa7dbe1935d7a2400&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=d66348b222c74382e7cec90352efc43b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&line=4
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=c56d46d73457533e94deb4c1049a7767&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&line=1
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd
广东卫视,http://207.56.13.146:81/cdnlive/gdws.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-13.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-8.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8
香港卫视,https://stream1.freetv.fun/ae7eaf28d8610cdc1651ef6a1f7dbb24b49c5a87627d0d881330afaea37a1616.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=5
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=2
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=9
浙江卫视,http://198.204.228.26/live/zjwshd.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://207.56.13.146:81/cdnlive/zjws.m3u8
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
浙江卫视,https://live.264788.xyz/channel/zhejiangweishi?streamid=59c87a5e81a0f7a4fb49e7efc361e6ed&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
浙江卫视,https://live.264788.xyz/channel/zhejiangweishi?streamid=71f2f18b70580fb254c80c2189bf274d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
浙江卫视,http://173.208.212.130:8181/720p/zjws.m3u8
湖南卫视,https://iptv.catvod.com/catvod?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86&line=4
湖南卫视,https://iptv.catvod.com/catvod?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86&line=2
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86&line=1
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://74.91.26.218:82/live/hnwshd.m3u8
湖南卫视,https://iptv.catvod.com/catvod?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86&line=3
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
北京卫视,https://iptv.catvod.com/catvod?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&line=8
北京卫视,https://iptv.catvod.com/catvod?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&line=7
北京卫视,https://iptv.catvod.com/catvod?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&line=6
北京卫视,https://live.264788.xyz/channel/beijingweishi?streamid=827ecb21a6a263faddc5d2aa1887dbc7&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,https://iptv.catvod.com/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86
北京卫视,http://107.150.60.122/live/bjwshd.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd
北京卫视,http://207.56.13.146:81/cdnlive/bjws.m3u8
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=fabf463ab859aa636eae2264ca2142a3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=501fea86d3931580a92805df154b7002&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=6b2a1b3ca23668e002fb2a6ff0f3a928&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=9f338bbd089234cd572b33266680e0f0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&line=2
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&line=1
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&line=3
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
湖北卫视,http://198.204.228.26/live/hbwshd.m3u8
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd
